,artist,x,k,m,N,p-val,adj_pval(BH)
2231,Blanch Knutson,213,584765,1199,4313582,1.718155270914343e-05,6.605352485959586e-05
1232,Gale Frey,148,584765,790,4313582,1.9376557168909055e-05,7.419233056827753e-05
1290,Judi Marino,189,584765,1048,4313582,1.9354171701442792e-05,7.419233056827753e-05
1751,Mandy Dorman,50,584765,211,4313582,2.3924911646653465e-05,9.142390936462156e-05
1778,Bettie Hickey,56,584765,244,4313582,2.4093715701787384e-05,9.188445086272824e-05
1363,Allie Booker,31,584765,112,4313582,2.450786804243887e-05,9.327694576952233e-05
2161,Valeria Crowder,320,584765,1904,4313582,2.4869108773630072e-05,9.446290218805994e-05
1419,Emelia Mcguire,246,584765,1421,4313582,2.702710516429938e-05,0.0001024553408917564
1850,Enriqueta Mcnamara,29,584765,103,4313582,2.8954018001682086e-05,0.00010954174206202984
1377,Corliss Mims,49,584765,207,4313582,2.9079640718553433e-05,0.00010979872279247458
1211,Liza Hill,119,584765,617,4313582,2.9642254122695965e-05,0.00011170140513958499
587,Raymond Siegel,187,584765,1044,4313582,3.1591138798100905e-05,0.00011881015243633602
468,Everett French,46,584765,192,4313582,3.459548839536152e-05,0.0001298524939178954
416,Ulysses Kauffman,82,584765,397,4313582,3.6791953439983174e-05,0.00013782497518954328
219,Laurette Collier,135,584765,719,4313582,3.731478785198011e-05,0.00013950892196919085
554,Otelia Landers,105,584765,535,4313582,3.8138414067198965e-05,0.00014230863131348948
923,Felisa Loomis,36,584765,140,4313582,3.983355057617198e-05,0.00014834294862320013
2089,Clint Christiansen,59,584765,265,4313582,4.002170536687474e-05,0.00014875254943977077
1844,Terra Esposito,134,584765,714,4313582,4.047835261693952e-05,0.00015015654001956317
1354,Josephina Gentry,388,584765,2370,4313582,4.201482830192783e-05,0.00015555295381044487
1776,Hildegard Conway,58,584765,260,4313582,4.308264998033995e-05,0.00015919666584968332
134,Roxy Gibbons,72,584765,342,4313582,5.180852743444636e-05,0.0001910690459452547
601,Ethel English,46,584765,195,4313582,5.227022856072553e-05,0.0001923989264043727
1528,Tasia Rojas,29,584765,106,4313582,5.2507583715094866e-05,0.00019252780695534785
456,Rueben Lockett,29,584765,106,4313582,5.2507583715094866e-05,0.00019252780695534785
939,Clark Akins,124,584765,656,4313582,5.32389922623084e-05,0.00019483423514456323
1893,Telma Simon,61,584765,279,4313582,5.4034320374109537e-05,0.00019736528152002007
1269,Al Kincaid,513,584765,3224,4313582,5.8939887058814104e-05,0.00021487089094429738
745,Evangelina Magana,55,584765,246,4313582,6.0339757697585175e-05,0.00021955364990153842
1292,Leeanne Duff,141,584765,764,4313582,6.0869970504306106e-05,0.0002210602173085773
69,Migdalia Barr,120,584765,634,4313582,6.440027795452332e-05,0.00023343567418563407
154,Winfred Pollock,106,584765,549,4313582,6.987645233822392e-05,0.0002528039711019774
1244,Ching Mosley,457,584765,2850,4313582,7.022778833050374e-05,0.00025359294344013024
2110,Margot Ray,81,584765,399,4313582,7.534389555413664e-05,0.0002715519568930342
2244,Elinore Aguirre,116,584765,613,4313582,8.351072784939926e-05,0.000300417608879786
2294,Dominga Seaman,106,584765,552,4313582,8.723532317329628e-05,0.00031322418867694876
149,Albertina Temple,46,584765,199,4313582,8.863572003645431e-05,0.00031765306069561687
2257,Marianna Tolbert,122,584765,652,4313582,9.418603309073374e-05,0.00033690981385651564
1882,Emeline Bryant,36,584765,146,4313582,0.00010364398166613748,0.00037004596080799176
945,Dara Toney,30,584765,115,4313582,0.00010843910637649328,0.0003864412348960051
875,Gilberto Dunlap,49,584765,218,4313582,0.00011837765973660777,0.0004210704420163824
1141,Vonda Giles,71,584765,345,4313582,0.00012091291866422772,0.000429285978018704
683,Adrian Voss,31,584765,121,4313582,0.00012547629585878147,0.0004446580838347507
2001,Rubie Mcmillan,253,584765,1502,4313582,0.00012994889569125563,0.0004596519488856124
1478,Rocio Gates,324,584765,1975,4313582,0.00013748608725221048,0.00048541006315576347
2269,Caroline Mcgraw,114,584765,608,4313582,0.00013863442260606896,0.0004885579744802763
753,Ellamae Payton,46,584765,203,4313582,0.00014670313132470435,0.000516037077469339
560,Coy Casey,122,584765,660,4313582,0.00015882042306468065,0.0005576296403913049
1819,Rochell Connors,43,584765,188,4313582,0.00018080005771524123,0.0006336326147920885
1083,Edward Carmona,525,584765,3347,4313582,0.00018838759784347658,0.0006590102917208382
1050,Tesha Leslie,28,584765,108,4313582,0.000190931276278264,0.0006666829701973146
968,Lahoma Kirk,35,584765,145,4313582,0.00019768427480666345,0.0006889984889323819
1809,Leanora Nesbitt,37,584765,156,4313582,0.00020380801212649012,0.0007090432304875881
1616,Eddy Raymond,83,584765,423,4313582,0.0002064497690815051,0.0007169231944563945
1714,Janine Dale,57,584765,270,4313582,0.0002374258655608826,0.000822989840004298
746,Lanelle Shipp,66,584765,323,4313582,0.00024223105587201183,0.0008381194533171608
1277,Keturah Richardson,424,584765,2667,4313582,0.00024364789248271132,0.0008414917230392008
807,Sanora Zamora,101,584765,536,4313582,0.0002510860876301164,0.0008656101897828106
424,Adella Newell,33,584765,136,4313582,0.0002541537176252739,0.0008730226076550474
127,Katelin Darling,33,584765,136,4313582,0.0002541537176252739,0.0008730226076550474
967,Mack King,63,584765,306,4313582,0.0002589014487776632,0.000887728751394402
596,Yevette Tatum,650,584765,4220,4313582,0.00026078113578540605,0.0008925656499993305
120,Warner Tabor,86,584765,446,4313582,0.0002982105277618499,0.0010188413542743273
1699,Ching Kimball,270,584765,1636,4313582,0.00030356460355457354,0.0010352749830902393
306,Clemente Dodge,44,584765,198,4313582,0.000309891404555333,0.001054961257368155
71,Dalila Amos,86,584765,447,4313582,0.00032151291107347256,0.0010925697674514612
195,Jim Nielsen,286,584765,1746,4313582,0.00034134569370669756,0.0011578981374756603
2056,Claretha Mcintosh,287,584765,1753,4313582,0.00034518307599664517,0.0011688316612484266
844,Vince Arellano,272,584765,1654,4313582,0.00036142658391394864,0.0012216603715599363
2160,Charity Kendrick,36,584765,155,4313582,0.00037413799371744766,0.001262384046177842
742,Federico Huber,31,584765,128,4313582,0.0003790180184755467,0.001276586352493744
1846,Lolita Case,45,584765,206,4313582,0.00040578186818116473,0.0013643160691674142
231,Contessa King,100,584765,537,4313582,0.0004099597340275296,0.0013759318762864002
258,Jeanne Rowell,29,584765,118,4313582,0.0004179337308220057,0.0014002251580180931
1498,Otto Herron,95,584765,508,4313582,0.00047360450055664564,0.001583953189032156
538,Cheryle Hinds,222,584765,1331,4313582,0.0005232269997971089,0.001746843825638418
1655,Reita Bates,43,584765,197,4313582,0.0005309024906018336,0.001769365043109088
2255,Alfredo Gregg,47,584765,220,4313582,0.0005362352645975397,0.001784013476449507
1074,Malorie Poe,32,584765,136,4313582,0.0005513676730348288,0.0018311565127142745
665,Candi Chung,33,584765,142,4313582,0.0005937889154525935,0.0019686068050632152
1597,Barbie Stanley,30,584765,126,4313582,0.0006205262380949012,0.0020501066512058973
1493,Faustino Ott,41,584765,187,4313582,0.000620191047666177,0.0020501066512058973
1435,Julio Swartz,26,584765,105,4313582,0.0006529742308717725,0.002153570123655083
1379,Steve Dow,29,584765,121,4313582,0.0006562753603111559,0.0021607128212320584
2103,Susy Pate,94,584765,507,4313582,0.0006724129877560592,0.0022098875590919487
1990,Talisha Benavides,31,584765,132,4313582,0.000673533780490452,0.0022098875590919487
206,Tanya Dotson,37,584765,166,4313582,0.0007472395364859429,0.002447498860469448
491,Sachiko Short,40,584765,183,4313582,0.0007516905054964713,0.002457847133951521
2261,Evette Gross,170,584765,998,4313582,0.0007898757887524418,0.0025782738010221213
1408,Gil Rock,25,584765,101,4313582,0.0007988593590374381,0.0026031324661785014
1321,Sammy Hughes,82,584765,435,4313582,0.0008062231701545558,0.002618161591815904
36,Bibi Daugherty,340,584765,2136,4313582,0.0008058769834610455,0.002618161591815904
625,Luetta Stern,1117,584765,7546,4313582,0.0008269510826208722,0.0026808993359923672
1048,Karla Bentley,31,584765,134,4313582,0.0008851453640926955,0.0028646796392319722
1852,Delinda Mckinney,26,584765,107,4313582,0.0008917284489141948,0.002881085294199852
817,Herschel Singleton,139,584765,799,4313582,0.0009075521165188508,0.00292724013175487
1820,Maggie Kennedy,92,584765,500,4313582,0.0009642611810886837,0.0031048883715935113
1683,Johana Tompkins,35,584765,157,4313582,0.000979038226611878,0.0031418376816903944
1805,Delisa Hawk,35,584765,157,4313582,0.000979038226611878,0.0031418376816903944
265,Herminia Triplett,116,584765,655,4313582,0.0011313801709472164,0.0036246068439605267
2208,David Hoyt,208,584765,1259,4313582,0.0012001728650674576,0.0038385360709636504
590,Reiko Goddard,115,584765,650,4313582,0.001222577864654845,0.0039036336852989427
1399,Jacqui Workman,31,584765,137,4313582,0.0013111841606998527,0.004179536780254304
1736,Somer Dillard,109,584765,613,4313582,0.001323054116432716,0.004210321042761637
820,Bridget Guerrero,37,584765,171,4313582,0.0013386685311640302,0.00425289852221227
722,Elfrieda Shearer,61,584765,313,4313582,0.0013493168241001238,0.0042795831937708926
1294,Bill Starkey,35,584765,160,4313582,0.0013987261886591138,0.004428911708849074
524,Maryanna Croft,307,584765,1931,4313582,0.0014464672450509575,0.004572470377627861
1969,Starr Luna,93,584765,513,4313582,0.001468753592896398,0.0046352207085934415
490,Abel Velasquez,67,584765,351,4313582,0.0014981162839567015,0.004720058424452986
1214,Annett Madden,29,584765,127,4313582,0.0015089501485011031,0.004746334103467106
1271,Meryl Diamond,32,584765,144,4313582,0.0015637934025825536,0.004910724166855775
558,Lael Terry,194,584765,1173,4313582,0.0015873482300387699,0.004976480530088598
1650,Johnnie Torres,68,584765,358,4313582,0.0015954762477998058,0.004993735690070774
1111,Izola Knowles,55,584765,279,4313582,0.0016318560435785816,0.005097144121522838
1073,Marianela Browning,102,584765,572,4313582,0.0016338717362737421,0.005097144121522838
236,Bibi Cullen,84,584765,458,4313582,0.001638921793532827,0.005104530561526955
1769,Cecille Dow,115,584765,656,4313582,0.0016894362054391146,0.005253263233579469
2051,Angeline Winter,53,584765,268,4313582,0.001783544211211532,0.005536842795979682
1015,Marcelo Diaz,24,584765,101,4313582,0.0018069496298210334,0.0056003666865625835
1150,Dagmar Doherty,36,584765,168,4313582,0.0018132193772827819,0.005610660934909161
1658,Laila Crocker,71,584765,379,4313582,0.001902228663121322,0.0058765278342855125
1311,Murray Teague,29,584765,129,4313582,0.001953555879979151,0.0060253109231771865
1556,Ethan Lilly,153,584765,908,4313582,0.002072362335234574,0.006381400524193195
805,Patti Unger,64,584765,337,4313582,0.002087771054899872,0.0064184625484240004
838,Tarsha Wallace,63,584765,331,4313582,0.002112066560325537,0.006482681716612091
1362,Casimira Jacobs,139,584765,817,4313582,0.002162668886299665,0.006627309002622001
2060,Tiesha Sloan,35,584765,164,4313582,0.002196447645269818,0.006719999789306211
2002,Eliseo Brunner,36,584765,170,4313582,0.0022530178184177263,0.006882011089003103
921,Arden Dorman,80,584765,438,4313582,0.0022810051849719423,0.0069563347227589835
1907,Armand Rocha,30,584765,136,4313582,0.0023214764326999547,0.0070684314422848225
1161,Cathrine Cameron,137,584765,806,4313582,0.0023822683003900196,0.007241943411569021
1516,Arlene Greer,65,584765,345,4313582,0.002386181436671363,0.007242269974458698
409,Elma Smith,124,584765,722,4313582,0.002491892477801191,0.007551069084802017
517,Paulita Mathis,271,584765,1705,4313582,0.0025606523435227897,0.007747092861246214
1433,Precious Hubbard,28,584765,126,4313582,0.002704057271735732,0.008167969822401745
2271,Pearly Covington,43,584765,213,4313582,0.002735432611664248,0.008249648589535759
112,Coralee Mcrae,221,584765,1371,4313582,0.002964680440161473,0.008926877970929246
1113,Alix Hummel,76,584765,417,4313582,0.0029805176326451097,0.008960387132580796
1964,Sidney Winter,110,584765,635,4313582,0.0030392976890441887,0.009122686912067968
251,Sina Nolan,36,584765,173,4313582,0.003084155484132296,0.009242752576856314
394,Lakia Cardona,159,584765,959,4313582,0.0033367407251383417,0.00998398993700985
72,Yvonne Short,25,584765,111,4313582,0.003377503767330796,0.010090093672261389
1117,Birgit Cobb,38,584765,186,4313582,0.0034991713061488816,0.010437183378685457
821,Chantell Fleming,149,584765,894,4313582,0.0035229775868243557,0.010491747023046557
2065,Leana Morton,48,584765,246,4313582,0.003553982867461319,0.010567545932467016
551,Kazuko Wilson,241,584765,1512,4313582,0.003576277681403521,0.010617248717177693
278,Eleni Yarbrough,65,584765,352,4313582,0.00389249746839666,0.01153804156130661
188,Kacie Diamond,123,584765,725,4313582,0.003910667630395886,0.01157387325138938
526,Anjanette Munoz,33,584765,158,4313582,0.003985447732013739,0.011776874276431903
1104,Victoria Vaughan,31,584765,147,4313582,0.004248108653014956,0.012533567080135598
1669,Delmer Yarbrough,75,584765,417,4313582,0.0044195487921926645,0.013019197138610899
141,Adelle Rosado,330,584765,2129,4313582,0.004540269106678657,0.0133541454559652
404,Margert Ritter,186,584765,1148,4313582,0.004609185490457193,0.013535925907932157
1200,Melania Yancey,585,584765,3905,4313582,0.004757097596180202,0.01394877769727415
586,Georgine Farr,237,584765,1494,4313582,0.00476506604526334,0.013950647206363286
1479,Gwendolyn Macias,33,584765,160,4313582,0.004895869876351719,0.014289632476529635
61,Harland Tobin,28,584765,131,4313582,0.004890771924285864,0.014289632476529635
1833,Lynsey Hinson,45,584765,232,4313582,0.005029869914391572,0.014658257958785852
2316,Yajaira Patton,233,584765,1469,4313582,0.005100972660997099,0.0148427384921674
1719,Marketta Ashby,61,584765,331,4313582,0.005112138377383701,0.014852518064368218
1201,Erik Wilcox,32,584765,155,4313582,0.005340577184572938,0.015492558509515702
1814,Earleen Hickman,45,584765,233,4313582,0.005458563233790679,0.015810724252516988
410,Eartha Charles,26,584765,121,4313582,0.005769624177157568,0.01668631429959096
1350,Hong Reid,94,584765,544,4313582,0.0058322895280284275,0.016841952916294534
1438,Aurelia Boyle,69,584765,384,4313582,0.006030615567460923,0.017361968872735455
1909,Davina Hoover,34,584765,168,4313582,0.006027849994420135,0.017361968872735455
252,Cris Meier,37,584765,186,4313582,0.00610780660248102,0.017557637408642572
984,Edgardo Kennedy,25,584765,116,4313582,0.006263347729556089,0.017977602910022983
8,Felicia Nava,99,584765,579,4313582,0.0065947366272019635,0.01890027680958635
1737,Kandi Bateman,58,584765,316,4313582,0.00660504726684066,0.018901360825259814
731,Joette Blalock,193,584765,1206,4313582,0.006675252171139832,0.019073580903422073
606,Riva Crowley,114,584765,678,4313582,0.006790910136022041,0.019374965500524654
2169,Frieda Burroughs,184,584765,1146,4313582,0.006869659325484374,0.019570301940713717
912,Exie Hilton,26,584765,123,4313582,0.007241426901740898,0.02059855813753801
1608,Marilou Lyon,50,584765,268,4313582,0.007555602214548934,0.021460165692965105
2301,Robby Esparza,79,584765,452,4313582,0.007607063277480845,0.02157413027875715
848,Rolland Seals,752,584765,5110,4313582,0.007754283118793748,0.021958929724798366
740,Asley Mcgee,25,584765,118,4313582,0.007883115925855522,0.0222530858029619
537,Ricardo Rutherford,25,584765,118,4313582,0.007883115925855522,0.0222530858029619
1987,Madelene Pederson,59,584765,325,4313582,0.007900304358402737,0.0222530858029619
144,Taylor Blue,86,584765,498,4313582,0.007904932213768914,0.0222530858029619
877,Myrtis Daugherty,81,584765,467,4313582,0.008507670956783597,0.02391447242357339
1543,Dianna Medley,24,584765,113,4313582,0.008579959836809864,0.02408209965995453
465,Marianne Fowler,48,584765,258,4313582,0.009002657253544353,0.025231305969801037
101,Judie Mayo,137,584765,838,4313582,0.009182293959327625,0.025659185616153407
868,Magnolia Hollingsworth,58,584765,321,4313582,0.009170428110791651,0.025659185616153407
1930,Oralia Chang,23,584765,108,4313582,0.009336073660327227,0.026050657148977585
1660,Lesa Rider,96,584765,568,4313582,0.00996297425891468,0.02775920939196872
1945,Aurore Dubois,27,584765,132,4313582,0.010168027109022941,0.02820664079951991
1192,Brandon Devine,22,584765,103,4313582,0.01015566186490911,0.02820664079951991
634,Terisa Bourgeois,22,584765,103,4313582,0.01015566186490911,0.02820664079951991
483,Echo Boston,199,584765,1260,4313582,0.010194600923475397,0.028221142984899833
792,Emily Pettit,49,584765,266,4313582,0.01020291454209726,0.028221142984899833
2264,Eula Acosta,43,584765,229,4313582,0.010431194386074349,0.02881068638127647
605,Lonnie Pepper,33,584765,168,4313582,0.01047253482505155,0.028882947495758114
542,Earlie Cunningham,25,584765,121,4313582,0.010943220480340653,0.030137407487826718
379,Paul Goetz,43,584765,230,4313582,0.011241827086085128,0.0309150244867341
1813,Milan Medley,22,584765,104,4313582,0.011404273007879034,0.03131649572004878
546,Karlyn Chang,30,584765,151,4313582,0.01146027557597359,0.03142493432431951
1334,Steffanie Ashley,27,584765,134,4313582,0.012425095551466312,0.034021520625094094
377,Hester Lopes,101,584765,606,4313582,0.012515428850828337,0.03421962802173322
1190,Marisha Hammons,99,584765,593,4313582,0.01263977145173698,0.03451002162504372
1859,Mandy Yang,803,584765,5506,4313582,0.012868534581989223,0.03508427121708523
317,Pasty Tran,205,584765,1310,4313582,0.013345756124621648,0.03633329600165235
1614,Anya Littlejohn,89,584765,529,4313582,0.013805507792033274,0.03753125904034189
122,Joslyn Gage,56,584765,315,4313582,0.013931366072497453,0.0378193860712734
1525,Epifania Bond,36,584765,190,4313582,0.014364207131065333,0.038938869188628676
442,Fermina Ames,23,584765,112,4313582,0.014537997882328674,0.03935392598872186
1299,Loreen Haley,87,584765,517,4313582,0.014568554416792088,0.03938062365789111
1662,Leah Dupre,25,584765,124,4313582,0.014900126894172644,0.04021977514838374
1030,Abbey Tobin,26,584765,130,4313582,0.01500647487847503,0.04044946415543624
839,Albert Jansen,29,584765,148,4313582,0.015087664248092578,0.04061078509776545
1176,Pearlene Thornton,38,584765,203,4313582,0.015134495803059806,0.0406793015723486
512,Sadie Wade,34,584765,179,4313582,0.01590668629098465,0.04269453316183891
2317,Charley Freeman,25,584765,125,4313582,0.016447106894884655,0.04408287946614859
1285,Kristan Spence,26,584765,131,4313582,0.01652126967890337,0.04421937580724769
1536,Damon Walden,27,584765,137,4313582,0.01655175825518246,0.04423875837024189
1572,Evelyne Ross,152,584765,957,4313582,0.01735289351440676,0.04631494580352885
160,Elbert Ennis,85,584765,509,4313582,0.018479094620444222,0.04925170456961534
617,Kristy Gaston,22,584765,109,4313582,0.019609264733525027,0.052190812290766615
1106,Cierra Wilder,27,584765,139,4313582,0.019861249634851037,0.05278765091497419
1270,Angelika Gary,64,584765,373,4313582,0.020075233920649103,0.053281966737789746
1841,Cleora Dobbins,312,584765,2068,4313582,0.0205800803194804,0.0545458117659766
1631,Lanell Farmer,54,584765,309,4313582,0.02086189450232616,0.05521583482326381
1709,Marta Browning,23,584765,116,4313582,0.021817338802833527,0.05766443853026695
266,Chandra Guzman,41,584765,227,4313582,0.022045365513659806,0.05818631147364024
794,Irina Massey,22,584765,111,4313582,0.023956004274920645,0.06314165669691688
1816,Phuong Vogel,35,584765,191,4313582,0.024809008792217528,0.06529950723594738
640,Linnea Peters,336,584765,2247,4313582,0.025867698410371127,0.06799203049024344
600,Odilia Putnam,26,584765,136,4313582,0.025999749759797606,0.06824486040399289
787,Ezra Fritz,3425,584765,24509,4313582,0.027375456738729154,0.07175687902727491
1140,Fumiko Landrum,114,584765,714,4313582,0.028540876156996544,0.07468892492268644
2007,Moshe Blackmon,25,584765,131,4313582,0.028572536701900013,0.07468892492268644
74,Elba Han,38,584765,212,4313582,0.028749924051126557,0.07504952739272132
629,Leroy Moser,29,584765,156,4313582,0.029581510659756328,0.07711454080207711
1027,Gene Cote,51,584765,296,4313582,0.029913792131833743,0.07787407171939756
1639,Irena Oldham,227,584765,1495,4313582,0.031818584974602285,0.08271962733151386
718,Ellyn Mallory,20,584765,102,4313582,0.03191131802370668,0.08284752823890015
329,Madison Sierra,80,584765,489,4313582,0.032825659786399244,0.08510521876501058
1979,My Hunter,27,584765,145,4313582,0.032968203131708416,0.08535849055733485
982,Jacquelynn Mueller,40,584765,227,4313582,0.03330090368657614,0.08598591548921901
1723,Skye Sweeney,291,584765,1944,4313582,0.033280186936881964,0.08598591548921901
1622,Frieda Glenn,172,584765,1116,4313582,0.03355912465383789,0.08653524961551966
2058,Marcene Roe,30,584765,164,4313582,0.03387542907010187,0.08723266782192673
1503,Usha Moya,63,584765,377,4313582,0.03404480354660416,0.08755035290430774
1178,Deane Kyle,24,584765,127,4313582,0.03423373179269078,0.08791739757286174
